Data,Atendimentos diários,Ouvidorias,Controle,Ouvidorias L1,Ouvidorias L2,Ouvidorias L3,Ouvidorias L4,Controle L1,Ouvidorias demais níveis,Controle demais níveis
08/10/2022,66,2,"3,03%",0,0,0,0,"0,00%",2,"3,03%"
09/10/2022,40,2,"5,00%",0,0,0,1,"0,00%",2,"5,00%"
10/10/2022,532,18,"3,38%",0,0,2,1,"0,00%",18,"3,38%"
11/10/2022,323,5,"1,55%",0,0,0,1,"0,00%",5,"1,55%"
12/10/2022,68,1,"1,47%",0,0,0,0,"0,00%",1,"1,47%"
13/10/2022,487,18,"3,70%",0,1,1,0,"0,00%",18,"3,70%"
14/10/2022,466,16,"3,43%",0,0,0,6,"0,00%",16,"3,43%"
15/10/2022,107,3,"2,80%",0,0,0,0,"0,00%",3,"2,80%"
16/10/2022,78,0,"0,00%",0,0,0,0,"0,00%",0,"0,00%"
17/10/2022,723,21,"2,90%",0,0,2,1,"0,00%",21,"2,90%"
18/10/2022,558,13,"2,33%",0,1,3,1,"0,00%",13,"2,33%"
19/10/2022,460,12,"2,61%",0,0,2,2,"0,00%",12,"2,61%"
20/10/2022,397,17,"4,28%",1,0,0,3,"0,25%",16,"4,03%"
21/10/2022,254,5,"1,97%",0,0,2,1,"0,00%",5,"1,97%"
22/10/2022,64,0,"0,00%",0,0,0,0,"0,00%",0,"0,00%"
23/10/2022,39,1,"2,56%",0,0,0,0,"0,00%",1,"2,56%"
24/10/2022,385,18,"4,68%",1,0,1,4,"0,26%",17,"4,42%"
25/10/2022,325,15,"4,62%",0,0,0,3,"0,00%",15,"4,62%"
26/10/2022,324,15,"4,63%",0,0,1,4,"0,00%",15,"4,63%"
27/10/2022,272,6,"2,21%",0,0,1,1,"0,00%",6,"2,21%"
28/10/2022,276,16,"5,80%",0,0,2,5,"0,00%",16,"5,80%"
29/10/2022,59,1,"1,69%",0,0,0,0,"0,00%",1,"1,69%"
30/10/2022,19,0,"0,00%",0,0,0,0,"0,00%",0,"0,00%"
31/10/2022,514,17,"3,31%",0,0,1,0,"0,00%",17,"3,31%"
01/11/2022,497,9,"1,81%",1,0,1,0,"0,20%",8,"1,61%"
02/11/2022,118,0,"0,00%",0,0,0,0,"0,00%",0,"0,00%"
03/11/2022,524,25,"4,77%",1,3,1,1,"0,19%",24,"4,58%"
04/11/2022,624,16,"2,56%",0,1,1,2,"0,00%",16,"2,56%"
05/11/2022,141,2,"1,42%",0,0,0,0,"0,00%",2,"1,42%"
06/11/2022,116,0,"0,00%",0,0,0,0,"0,00%",0,"0,00%"
07/11/2022,553,10,"1,81%",0,0,0,2,"0,00%",10,"1,81%"
08/11/2022,378,8,"2,12%",0,0,0,2,"0,00%",8,"2,12%"
09/11/2022,476,9,"1,89%",0,0,0,2,"0,00%",9,"1,89%"
10/11/2022,328,15,"4,57%",0,0,0,2,"0,00%",15,"4,57%"
11/11/2022,273,10,"3,66%",0,1,1,1,"0,00%",10,"3,66%"
12/11/2022,78,2,"2,56%",0,0,0,1,"0,00%",2,"2,56%"
13/11/2022,38,1,"2,63%",0,0,0,0,"0,00%",1,"2,63%"
14/11/2022,258,8,"3,10%",0,0,1,1,"0,00%",8,"3,10%"
15/11/2022,86,0,"0,00%",0,0,0,0,"0,00%",0,"0,00%"
16/11/2022,347,7,"2,02%",0,1,0,1,"0,00%",7,"2,02%"
17/11/2022,374,10,"2,67%",0,0,1,1,"0,00%",10,"2,67%"
18/11/2022,235,7,"2,98%",0,1,0,0,"0,00%",7,"2,98%"
19/11/2022,54,3,"5,56%",0,0,0,0,"0,00%",3,"5,56%"
20/11/2022,50,1,"2,00%",0,0,0,0,"0,00%",1,"2,00%"
21/11/2022,577,7,"1,21%",0,1,0,0,"0,00%",7,"1,21%"
22/11/2022,315,8,"2,54%",0,0,0,1,"0,00%",8,"2,54%"
23/11/2022,314,11,"3,50%",0,1,0,0,"0,00%",11,"3,50%"
24/11/2022,204,3,"1,47%",0,0,1,0,"0,00%",3,"1,47%"
25/11/2022,227,8,"3,52%",0,0,0,3,"0,00%",8,"3,52%"
26/11/2022,73,2,"2,74%",0,0,0,0,"0,00%",2,"2,74%"
27/11/2022,54,0,"0,00%",0,0,0,0,"0,00%",0,"0,00%"
28/11/2022,279,7,"2,51%",0,0,0,0,"0,00%",7,"2,51%"
29/11/2022,274,11,"4,01%",1,0,1,3,"0,36%",10,"3,65%"
30/11/2022,280,8,"2,86%",0,0,0,2,"0,00%",8,"2,86%"
01/12/2022,438,5,"1,14%",0,0,0,1,"0,00%",5,"1,14%"
02/12/2022,379,6,"1,58%",0,0,0,0,"0,00%",6,"1,58%"
03/12/2022,120,1,"0,83%",0,0,0,0,"0,00%",1,"0,83%"
04/12/2022,91,1,"1,10%",0,0,0,1,"0,00%",1,"1,10%"
05/12/2022,506,11,"2,17%",0,0,0,0,"0,00%",11,"2,17%"
06/12/2022,409,6,"1,47%",0,0,2,1,"0,00%",6,"1,47%"
07/12/2022,479,9,"1,88%",0,0,0,0,"0,00%",9,"1,88%"
08/12/2022,319,11,"3,45%",0,0,0,3,"0,00%",11,"3,45%"
09/12/2022,265,5,"1,89%",1,0,0,0,"0,38%",4,"1,51%"
10/12/2022,100,1,"1,00%",0,0,0,0,"0,00%",1,"1,00%"
11/12/2022,48,1,"2,08%",0,0,0,0,"0,00%",1,"2,08%"
12/12/2022,471,8,"1,70%",0,0,0,1,"0,00%",8,"1,70%"
13/12/2022,354,8,"2,26%",0,0,0,4,"0,00%",8,"2,26%"
14/12/2022,343,6,"1,75%",0,0,0,0,"0,00%",6,"1,75%"
15/12/2022,583,12,"2,06%",0,0,0,1,"0,00%",12,"2,06%"
16/12/2022,722,10,"1,39%",0,0,1,1,"0,00%",10,"1,39%"
17/12/2022,74,0,"0,00%",0,0,0,0,"0,00%",0,"0,00%"
18/12/2022,53,0,"0,00%",0,0,0,0,"0,00%",0,"0,00%"
19/12/2022,410,9,"2,20%",0,0,0,1,"0,00%",9,"2,20%"
20/12/2022,362,10,"2,76%",0,0,1,1,"0,00%",10,"2,76%"
21/12/2022,270,7,"2,59%",0,0,0,4,"0,00%",7,"2,59%"
22/12/2022,207,3,"1,45%",0,0,0,0,"0,00%",3,"1,45%"
23/12/2022,176,1,"0,57%",0,0,0,0,"0,00%",1,"0,57%"
24/12/2022,40,0,"0,00%",0,0,0,0,"0,00%",0,"0,00%"
25/12/2022,14,0,"0,00%",0,0,0,0,"0,00%",0,"0,00%"
26/12/2022,435,6,"1,38%",0,0,0,1,"0,00%",6,"1,38%"
27/12/2022,281,4,"1,42%",0,0,0,1,"0,00%",4,"1,42%"
28/12/2022,223,3,"1,35%",0,0,1,1,"0,00%",3,"1,35%"
29/12/2022,221,4,"1,81%",0,0,0,0,"0,00%",4,"1,81%"
30/12/2022,128,2,"1,56%",0,0,0,0,"0,00%",2,"1,56%"
31/12/2022,205,0,"0,00%",0,0,0,0,"0,00%",0,"0,00%"
01/01/2023,295,2,"0,68%",0,0,0,0,"0,00%",2,"0,68%"
02/01/2023,1.887,20,"1,06%",0,1,1,0,"0,00%",20,"1,06%"
03/01/2023,906,19,"2,10%",0,0,1,1,"0,00%",19,"2,10%"
04/01/2023,564,12,"2,13%",0,0,1,1,"0,00%",12,"2,13%"
05/01/2023,533,6,"1,13%",0,0,1,0,"0,00%",6,"1,13%"
06/01/2023,392,6,"1,53%",0,0,0,0,"0,00%",6,"1,53%"
07/01/2023,79,0,"0,00%",0,0,0,0,"0,00%",0,"0,00%"
08/01/2023,57,0,"0,00%",0,0,0,0,"0,00%",0,"0,00%"
09/01/2023,573,8,"1,40%",0,0,1,1,"0,00%",8,"1,40%"
10/01/2023,711,8,"1,13%",0,0,0,3,"0,00%",8,"1,13%"
11/01/2023,758,8,"1,06%",0,0,0,0,"0,00%",8,"1,06%"
12/01/2023,614,10,"1,63%",0,0,1,2,"0,00%",10,"1,63%"
13/01/2023,452,7,"1,55%",0,0,0,0,"0,00%",7,"1,55%"
14/01/2023,203,1,"0,49%",0,0,0,0,"0,00%",1,"0,49%"
15/01/2023,181,0,"0,00%",0,0,0,0,"0,00%",0,"0,00%"
16/01/2023,907,7,"0,77%",1,0,0,0,"0,11%",6,"0,66%"
17/01/2023,922,9,"0,98%",0,0,0,0,"0,00%",9,"0,98%"
18/01/2023,1.082,8,"0,74%",1,0,0,2,"0,09%",7,"0,65%"
19/01/2023,1.401,8,"0,57%",0,0,1,1,"0,00%",8,"0,57%"
20/01/2023,1.047,8,"0,76%",1,0,2,0,"0,10%",7,"0,67%"
21/01/2023,311,1,"0,32%",0,1,0,0,"0,00%",1,"0,32%"
22/01/2023,130,2,"1,54%",0,0,0,0,"0,00%",2,"1,54%"
23/01/2023,1.209,6,"0,50%",0,0,1,2,"0,00%",6,"0,50%"
24/01/2023,1.169,7,"0,60%",0,0,0,0,"0,00%",7,"0,60%"
25/01/2023,1.011,9,"0,89%",0,0,0,1,"0,00%",9,"0,89%"
26/01/2023,1.144,9,"0,79%",0,0,2,2,"0,00%",9,"0,79%"
27/01/2023,955,5,"0,52%",0,0,1,0,"0,00%",5,"0,52%"
28/01/2023,248,0,"0,00%",0,0,0,0,"0,00%",0,"0,00%"
29/01/2023,136,1,"0,74%",0,0,0,0,"0,00%",1,"0,74%"
30/01/2023,1.424,11,"0,77%",0,0,2,1,"0,00%",11,"0,77%"
31/01/2023,1.230,10,"0,81%",0,0,2,1,"0,00%",10,"0,81%"
01/02/2023,1.667,6,"0,36%",1,0,1,1,"0,06%",5,"0,30%"
02/02/2023,1.547,8,"0,52%",1,0,2,0,"0,06%",7,"0,45%"
03/02/2023,1.168,11,"0,94%",0,0,2,2,"0,00%",11,"0,94%"
04/02/2023,690,1,"0,14%",0,0,0,0,"0,00%",1,"0,14%"
05/02/2023,174,1,"0,57%",0,0,0,0,"0,00%",1,"0,57%"
06/02/2023,1.393,10,"0,72%",0,0,3,2,"0,00%",10,"0,72%"
07/02/2023,1.211,11,"0,91%",1,0,1,1,"0,08%",10,"0,83%"
08/02/2023,1.278,10,"0,78%",0,1,2,2,"0,00%",10,"0,78%"
09/02/2023,1.141,8,"0,70%",0,0,3,1,"0,00%",8,"0,70%"
10/02/2023,1.089,8,"0,73%",0,1,0,1,"0,00%",8,"0,73%"
11/02/2023,220,3,"1,36%",0,0,0,1,"0,00%",3,"1,36%"
12/02/2023,136,3,"2,21%",0,0,1,0,"0,00%",3,"2,21%"
13/02/2023,3.938,12,"0,30%",0,0,0,0,"0,00%",12,"0,30%"
14/02/2023,1.353,13,"0,96%",0,0,2,2,"0,00%",13,"0,96%"
15/02/2023,1.223,12,"0,98%",0,0,1,2,"0,00%",12,"0,98%"
16/02/2023,1.109,16,"1,44%",0,1,1,2,"0,00%",16,"1,44%"
17/02/2023,944,13,"1,38%",0,0,0,2,"0,00%",13,"1,38%"
18/02/2023,207,1,"0,48%",0,0,0,0,"0,00%",1,"0,48%"
19/02/2023,104,0,"0,00%",0,0,0,0,"0,00%",0,"0,00%"
20/02/2023,574,8,"1,39%",0,0,0,0,"0,00%",8,"1,39%"
21/02/2023,297,4,"1,35%",0,0,1,0,"0,00%",4,"1,35%"
22/02/2023,1.110,9,"0,81%",0,0,1,1,"0,00%",9,"0,81%"
23/02/2023,1.376,8,"0,58%",0,0,1,1,"0,00%",8,"0,58%"
24/02/2023,1.320,9,"0,68%",0,0,0,0,"0,00%",9,"0,68%"
25/02/2023,252,3,"1,19%",0,0,0,2,"0,00%",3,"1,19%"
26/02/2023,157,0,"0,00%",0,0,0,0,"0,00%",0,"0,00%"
27/02/2023,1.271,12,"0,94%",0,0,2,0,"0,00%",12,"0,94%"
28/02/2023,1.420,11,"0,77%",0,2,1,2,"0,00%",11,"0,77%"
01/03/2023,1.732,12,"0,69%",0,0,0,2,"0,00%",12,"0,69%"
02/03/2023,1.683,10,"0,59%",0,2,1,1,"0,00%",10,"0,59%"
03/03/2023,1.354,16,"1,18%",0,0,0,1,"0,00%",16,"1,18%"
04/03/2023,240,2,"0,83%",0,0,0,0,"0,00%",2,"0,83%"
05/03/2023,150,0,"0,00%",0,0,0,0,"0,00%",0,"0,00%"
06/03/2023,1.521,14,"0,92%",0,0,0,2,"0,00%",14,"0,92%"
07/03/2023,1.333,18,"1,35%",0,2,1,1,"0,00%",18,"1,35%"
08/03/2023,1.480,8,"0,54%",1,0,0,0,"0,07%",7,"0,47%"
09/03/2023,1.188,13,"1,09%",0,1,1,1,"0,00%",13,"1,09%"
10/03/2023,992,8,"0,81%",0,0,1,1,"0,00%",8,"0,81%"
11/03/2023,224,1,"0,45%",0,0,0,1,"0,00%",1,"0,45%"
12/03/2023,129,1,"0,78%",0,0,0,0,"0,00%",1,"0,78%"
13/03/2023,1.380,11,"0,80%",0,0,0,0,"0,00%",11,"0,80%"
14/03/2023,1.411,9,"0,64%",0,1,0,1,"0,00%",9,"0,64%"
15/03/2023,1.240,6,"0,48%",0,0,0,1,"0,00%",6,"0,48%"
16/03/2023,1.099,14,"1,27%",1,0,0,2,"0,09%",13,"1,18%"
17/03/2023,1.067,11,"1,03%",0,1,2,1,"0,00%",11,"1,03%"
18/03/2023,233,0,"0,00%",0,0,0,0,"0,00%",0,"0,00%"
19/03/2023,134,1,"0,75%",1,0,0,0,"0,75%",0,"0,00%"
20/03/2023,1.259,4,"0,32%",0,0,1,1,"0,00%",4,"0,32%"
21/03/2023,1.223,8,"0,65%",0,0,0,1,"0,00%",8,"0,65%"
22/03/2023,1.196,8,"0,67%",0,0,0,4,"0,00%",8,"0,67%"
23/03/2023,1.042,7,"0,67%",0,0,2,1,"0,00%",7,"0,67%"
24/03/2023,939,9,"0,96%",0,0,1,1,"0,00%",9,"0,96%"
25/03/2023,210,1,"0,48%",0,0,0,0,"0,00%",1,"0,48%"
26/03/2023,105,1,"0,95%",0,0,0,0,"0,00%",1,"0,95%"
27/03/2023,1.172,12,"1,02%",1,0,2,0,"0,09%",11,"0,94%"
28/03/2023,1.133,5,"0,44%",0,0,0,1,"0,00%",5,"0,44%"
29/03/2023,1.186,10,"0,84%",0,0,1,2,"0,00%",10,"0,84%"
30/03/2023,1.155,12,"1,04%",1,0,2,2,"0,09%",11,"0,95%"
31/03/2023,960,6,"0,63%",0,0,0,1,"0,00%",6,"0,63%"
01/04/2023,221,2,"0,90%",0,0,0,0,"0,00%",2,"0,90%"
02/04/2023,169,1,"0,59%",0,0,0,0,"0,00%",1,"0,59%"
03/04/2023,1.294,10,"0,77%",0,0,0,3,"0,00%",10,"0,77%"
04/04/2023,1.228,9,"0,73%",0,1,1,0,"0,00%",9,"0,73%"
05/04/2023,1.274,9,"0,71%",0,0,0,0,"0,00%",9,"0,71%"
06/04/2023,1.038,15,"1,45%",0,2,0,4,"0,00%",15,"1,45%"
07/04/2023,202,3,"1,49%",0,0,0,0,"0,00%",3,"1,49%"
08/04/2023,180,2,"1,11%",0,0,0,0,"0,00%",2,"1,11%"
09/04/2023,127,0,"0,00%",0,0,0,0,"0,00%",0,"0,00%"
10/04/2023,1.260,12,"0,95%",0,0,0,2,"0,00%",12,"0,95%"
11/04/2023,1.280,18,"1,41%",1,1,0,3,"0,08%",17,"1,33%"
12/04/2023,1.216,11,"0,90%",0,0,0,1,"0,00%",11,"0,90%"
13/04/2023,1.301,10,"0,77%",0,0,0,2,"0,00%",10,"0,77%"
14/04/2023,936,13,"1,39%",1,1,0,2,"0,11%",12,"1,28%"
15/04/2023,241,2,"0,83%",0,0,0,0,"0,00%",2,"0,83%"
16/04/2023,168,0,"0,00%",0,0,0,0,"0,00%",0,"0,00%"
17/04/2023,1.515,9,"0,59%",0,1,0,0,"0,00%",9,"0,59%"
18/04/2023,1.491,14,"0,94%",0,0,0,5,"0,00%",14,"0,94%"
19/04/2023,1.179,13,"1,10%",0,1,2,3,"0,00%",13,"1,10%"
20/04/2023,866,11,"1,27%",0,0,2,3,"0,00%",11,"1,27%"
21/04/2023,172,4,"2,33%",1,0,0,0,"0,58%",3,"1,74%"
22/04/2023,202,1,"0,50%",0,1,0,0,"0,00%",1,"0,50%"
23/04/2023,143,0,"0,00%",0,0,0,0,"0,00%",0,"0,00%"
24/04/2023,1.035,11,"1,06%",0,1,1,4,"0,00%",11,"1,06%"
25/04/2023,1.097,9,"0,82%",0,0,2,1,"0,00%",9,"0,82%"
26/04/2023,1.200,9,"0,75%",0,0,1,0,"0,00%",9,"0,75%"
27/04/2023,1.175,11,"0,94%",0,0,0,0,"0,00%",11,"0,94%"
28/04/2023,969,4,"0,41%",0,0,0,1,"0,00%",4,"0,41%"
29/04/2023,267,1,"0,37%",0,0,0,0,"0,00%",1,"0,37%"
30/04/2023,122,0,"0,00%",0,0,0,0,"0,00%",0,"0,00%"
01/05/2023,284,2,"0,70%",2,0,0,0,"0,70%",0,"0,00%"
02/05/2023,1.353,8,"0,59%",0,0,1,0,"0,00%",8,"0,59%"
03/05/2023,2.054,15,"0,73%",0,0,1,4,"0,00%",15,"0,73%"
04/05/2023,1.481,18,"1,22%",0,1,1,3,"0,00%",18,"1,22%"
05/05/2023,1.221,10,"0,82%",0,0,0,0,"0,00%",10,"0,82%"
06/05/2023,281,3,"1,07%",0,0,0,1,"0,00%",3,"1,07%"
07/05/2023,187,0,"0,00%",0,0,0,0,"0,00%",0,"0,00%"
08/05/2023,1.384,14,"1,01%",1,0,1,1,"0,07%",13,"0,94%"
09/05/2023,1.271,12,"0,94%",0,1,0,3,"0,00%",12,"0,94%"
10/05/2023,1.337,12,"0,90%",0,0,1,1,"0,00%",12,"0,90%"
11/05/2023,1.239,10,"0,81%",0,1,0,1,"0,00%",10,"0,81%"
12/05/2023,1.173,12,"1,02%",0,0,0,0,"0,00%",12,"1,02%"
13/05/2023,203,3,"1,48%",1,0,1,0,"0,49%",2,"0,99%"
14/05/2023,93,0,"0,00%",0,0,0,0,"0,00%",0,"0,00%"
15/05/2023,1.488,10,"0,67%",5,1,0,4,"0,34%",5,"0,34%"
16/05/2023,2.701,23,"0,85%",12,5,2,4,"0,44%",11,"0,41%"
17/05/2023,1.419,13,"0,92%",6,5,2,0,"0,42%",7,"0,49%"
18/05/2023,1.098,12,"1,09%",2,5,3,2,"0,18%",10,"0,91%"
19/05/2023,888,10,"1,13%",6,2,1,1,"0,68%",4,"0,45%"
20/05/2023,282,0,"0,00%",0,0,0,0,"0,00%",0,"0,00%"
21/05/2023,140,3,"2,14%",2,0,1,0,"1,43%",1,"0,71%"
22/05/2023,1.100,4,"0,36%",2,1,1,0,"0,18%",2,"0,18%"
23/05/2023,1.084,9,"0,83%",5,4,0,0,"0,46%",4,"0,37%"
24/05/2023,1.155,15,"1,30%",7,3,3,2,"0,61%",8,"0,69%"
25/05/2023,1.454,12,"0,83%",8,0,2,2,"0,55%",4,"0,28%"
26/05/2023,865,10,"1,16%",6,3,1,0,"0,69%",4,"0,46%"
27/05/2023,215,1,"0,47%",1,0,0,0,"0,47%",0,"0,00%"
28/05/2023,143,0,"0,00%",0,0,0,0,"0,00%",0,"0,00%"
29/05/2023,1.137,13,"1,14%",4,2,1,6,"0,35%",9,"0,79%"
30/05/2023,974,8,"0,82%",4,2,1,1,"0,41%",4,"0,41%"
31/05/2023,1.128,15,"1,33%",10,2,1,2,"0,89%",5,"0,44%"
01/06/2023,1.516,10,"0,66%",6,3,0,1,"0,40%",4,"0,26%"
02/06/2023,1.175,10,"0,85%",5,1,1,3,"0,43%",5,"0,43%"
03/06/2023,262,3,"1,15%",2,1,0,0,"0,76%",1,"0,38%"
04/06/2023,172,0,"0,00%",0,0,0,0,"0,00%",0,"0,00%"
05/06/2023,1.366,11,"0,81%",5,5,0,1,"0,37%",6,"0,44%"
06/06/2023,1.207,14,"1,16%",10,1,2,1,"0,83%",4,"0,33%"
07/06/2023,1.048,12,"1,15%",8,2,0,2,"0,76%",4,"0,38%"
08/06/2023,288,2,"0,69%",2,0,0,0,"0,69%",0,"0,00%"
09/06/2023,808,4,"0,50%",4,0,0,0,"0,50%",0,"0,00%"
10/06/2023,221,1,"0,45%",1,0,0,0,"0,45%",0,"0,00%"
11/06/2023,163,1,"0,61%",1,0,0,0,"0,61%",0,"0,00%"
12/06/2023,1.111,9,"0,81%",5,2,1,1,"0,45%",4,"0,36%"
13/06/2023,1.208,3,"0,25%",1,1,0,1,"0,08%",2,"0,17%"
14/06/2023,1.265,20,"1,58%",11,3,4,2,"0,87%",9,"0,71%"
15/06/2023,1.137,9,"0,79%",5,1,2,1,"0,44%",4,"0,35%"
16/06/2023,868,8,"0,92%",3,4,1,0,"0,35%",5,"0,58%"
17/06/2023,204,1,"0,49%",0,1,0,0,"0,00%",1,"0,49%"
18/06/2023,144,0,"0,00%",0,0,0,0,"0,00%",0,"0,00%"
19/06/2023,1.227,17,"1,39%",9,5,2,1,"0,73%",8,"0,65%"
20/06/2023,1.173,17,"1,45%",8,9,0,0,"0,68%",9,"0,77%"
21/06/2023,1.163,17,"1,46%",9,4,4,0,"0,77%",8,"0,69%"
22/06/2023,1.113,10,"0,90%",4,3,3,0,"0,36%",6,"0,54%"
23/06/2023,956,13,"1,36%",11,2,0,0,"1,15%",2,"0,21%"
24/06/2023,186,4,"2,15%",2,0,2,0,"1,08%",2,"1,08%"
25/06/2023,117,0,"0,00%",0,0,0,0,"0,00%",0,"0,00%"
26/06/2023,1.250,7,"0,56%",6,1,0,0,"0,48%",1,"0,08%"
27/06/2023,1.197,16,"1,34%",12,3,1,0,"1,00%",4,"0,33%"
28/06/2023,1.170,5,"0,43%",1,3,1,0,"0,09%",4,"0,34%"
29/06/2023,1.144,11,"0,96%",9,0,1,1,"0,79%",2,"0,17%"
30/06/2023,868,5,"0,58%",2,1,2,0,"0,23%",3,"0,35%"
01/07/2023,250,0,"0,00%",0,0,0,0,"0,00%",0,"0,00%"
02/07/2023,157,1,"0,64%",0,1,0,0,"0,00%",1,"0,64%"
03/07/2023,1.787,8,"0,45%",6,2,0,0,"0,34%",2,"0,11%"
04/07/2023,1.484,5,"0,34%",1,2,0,2,"0,07%",4,"0,27%"
05/07/2023,1.758,9,"0,51%",7,1,0,1,"0,40%",2,"0,11%"
06/07/2023,1.510,15,"0,99%",8,5,2,0,"0,53%",7,"0,46%"
07/07/2023,1.102,11,"1,00%",9,1,1,0,"0,82%",2,"0,18%"
08/07/2023,261,2,"0,77%",2,0,0,0,"0,77%",0,"0,00%"
09/07/2023,173,0,"0,00%",0,0,0,0,"0,00%",0,"0,00%"
10/07/2023,1.323,16,"1,21%",7,3,4,2,"0,53%",9,"0,68%"
11/07/2023,1.347,13,"0,97%",5,2,2,4,"0,37%",8,"0,59%"
12/07/2023,1.265,18,"1,42%",10,6,0,2,"0,79%",8,"0,63%"
13/07/2023,1.303,10,"0,77%",3,4,0,3,"0,23%",7,"0,54%"
14/07/2023,1.288,17,"1,32%",9,6,1,1,"0,70%",8,"0,62%"
15/07/2023,209,1,"0,48%",0,1,0,0,"0,00%",1,"0,48%"
16/07/2023,117,0,"0,00%",0,0,0,0,"0,00%",0,"0,00%"
17/07/2023,1.290,10,"0,78%",6,1,3,0,"0,47%",4,"0,31%"
18/07/2023,1.110,5,"0,45%",2,1,1,1,"0,18%",3,"0,27%"
19/07/2023,1.118,7,"0,63%",2,5,0,0,"0,18%",5,"0,45%"
20/07/2023,1.117,7,"0,63%",1,5,1,0,"0,09%",6,"0,54%"
21/07/2023,863,7,"0,81%",2,3,2,0,"0,23%",5,"0,58%"
22/07/2023,189,0,"0,00%",0,0,0,0,"0,00%",0,"0,00%"
23/07/2023,115,0,"0,00%",0,0,0,0,"0,00%",0,"0,00%"
24/07/2023,1.202,15,"1,25%",10,3,1,1,"0,83%",5,"0,42%"
25/07/2023,1.150,13,"1,13%",9,2,2,0,"0,78%",4,"0,35%"
26/07/2023,1.166,15,"1,29%",12,3,0,0,"1,03%",3,"0,26%"
27/07/2023,1.150,5,"0,43%",3,2,0,0,"0,26%",2,"0,17%"
28/07/2023,958,6,"0,63%",3,2,1,0,"0,31%",3,"0,31%"
29/07/2023,229,0,"0,00%",0,0,0,0,"0,00%",0,"0,00%"
30/07/2023,132,0,"0,00%",0,0,0,0,"0,00%",0,"0,00%"
31/07/2023,1.151,11,"0,96%",7,2,2,0,"0,61%",4,"0,35%"
01/08/2023,1.344,9,"0,67%",6,2,1,0,"0,45%",3,"0,22%"
02/08/2023,1.636,11,"0,67%",8,1,1,1,"0,49%",3,"0,18%"
03/08/2023,1.507,14,"0,93%",7,5,1,1,"0,46%",7,"0,46%"
04/08/2023,1.178,9,"0,76%",8,1,0,0,"0,68%",1,"0,08%"
05/08/2023,255,0,"0,00%",0,0,0,0,"0,00%",0,"0,00%"
